 4 1 1 0 0   0.63639490811048793                0   1.32358468       1.52627206       1.27841663    
           1  -1.00000000               1          11           0           0  0.639435053      0.963397801       9.24958992       9.32158375       5.10999991E-04   0.00000000       0.00000000       1.15452099    
           2   1.00000000               1        2212           0           0 -0.616075516     -0.454003990      0.830340505       1.46798527      0.938000023       0.00000000       0.00000000       1.15452099    
           3   0.00000000               1         111           0           0  -2.54203826E-02 -0.512897491      0.521399856      0.744154572      0.134900004       0.00000000       0.00000000       1.15452099    
           4   0.00000000               1          22           0           0   0.00000000       0.00000000       9.99999975E-06   9.99999975E-06   0.00000000       0.00000000       0.00000000       1.15452099    
 4 1 1 0 0   0.61186989116687607                0   1.26061916       1.11820507      0.974158287    
           1  -1.00000000               1          11           0           0 -0.415113270     -0.916700006       9.57309628       9.62584209       5.10999991E-04   0.00000000       0.00000000       1.73254871    
           2   1.00000000               1        2212           0           0  0.305981666      0.583880603      0.955504537       1.49243903      0.938000023       0.00000000       0.00000000       1.73254871    
           3   0.00000000               1         111           0           0  0.110499069      0.336118996       3.18377763E-02  0.379996926      0.134900004       0.00000000       0.00000000       1.73254871    
           4   0.00000000               1          22           0           0  -1.36746839E-03  -3.29957181E-03   3.95613685E-02   3.97222750E-02   0.00000000       0.00000000       0.00000000       1.73254871    
 4 1 1 0 0   0.44709469499740800                0   1.56204128       1.26155925       1.50409508    
           1  -1.00000000               1          11           0           0 -0.891274869      0.533514500       9.03639793       9.09590530       5.10999991E-04   0.00000000       0.00000000      0.800999165    
           2   1.00000000               1        2212           0           0  0.571346521     -0.219992965       1.62068665       1.97010171      0.938000023       0.00000000       0.00000000      0.800999165    
           3   0.00000000               1         111           0           0  0.319963068     -0.311868608      -5.61624020E-02  0.470095962      0.134900004       0.00000000       0.00000000      0.800999165    
           4   0.00000000               1          22           0           0   0.00000000       0.00000000       9.99999975E-06   9.99999975E-06   0.00000000       0.00000000       0.00000000      0.800999165    
 4 1 1 0 0   0.49848523194375022                0   1.46676171       1.26386070       1.35149384    
           1  -1.00000000               1          11           0           0 -0.758814931      0.723439753       9.18889046       9.24850655       5.10999991E-04   0.00000000       0.00000000     -0.781401634    
           2   1.00000000               1        2212           0           0  0.525469363     -0.816974938       1.46579063       1.99297523      0.938000023       0.00000000       0.00000000     -0.781401634    
           3   0.00000000               1         111           0           0  0.236166358       9.30068120E-02  -5.67375571E-02  0.292987823      0.134900004       0.00000000       0.00000000     -0.781401634    
           4   0.00000000               1          22           0           0   0.00000000       0.00000000       9.99999975E-06   9.99999975E-06   0.00000000       0.00000000       0.00000000     -0.781401634    
 4 1 1 0 0   0.37989849920192503                0   1.87790561       1.62146509       2.27513504    
           1  -1.00000000               1          11           0           0 -0.688560247      0.890772760       8.24838161       8.32486534       5.10999991E-04   0.00000000       0.00000000       2.34059525    
